ISBN,ISBN_10,ProductID,BTKey,Author,Title,PriceReguar,PriceDiscounted,30day_demand,Annotation,FormatPrimary,FormatPrimary_Description,FormatPrimary_QuantityPack,CountryOfPublication,LanguageCode,Classification_Merchandise,Classification_BookType,Classification_DeweyClass,Classification_LCClass,Classification_SeriesProduct,Subjects_General,Subjects_Bisac,Subjects_Library,ProductType,ProductLineID,ProductStatus,DateCreated
9781483852812,1483852814,0023916816,0023916816,Brighter Child,Picture Words,2.99,1.7,1,"The Picture Words Flash Cards for ages 4+ make learning to read easy and fun. This set features beginning reading words illustrated by colorful pictures.
This set includes the following words:
apple, arm, ball, bat, bike, black, blue, book, boy, bus, cat, car, coat, cow, cup, dog, duck, egg, eye, feet, fish, flower, fork, girl, goat, hand, hat, head, horse, house, jar, kite, lamp, leg, milk, moon, orange, oval, paint, pig, pink, plate, rain, rectangle, red, rug, sun, star, table, train, tree, white, yellow
The Brighter Child® Flash Cards are a series of flash cards that offer kids from kindergarten to fifth grade reinforcement for important skills. Each set can be used as review cards or for creative fun games that allow your child to play and learn. Each set includes 54 flash cards, often with bonus cards that offer games, extra help, or additional learning fun!",Cards,54 p.,1,Viet Nam,ENG,JUVENILE,Easy Non-Fiction,420,PE,,Juvenile Kindergarten Ages 5-6,JUVENILE NONFICTION / Language Arts / General,null,Book,BOOK,,9/24/2018
9781483852829,1483852822,0023916810,0023916810,Brighter Child,Animals,2.99,1.7,1,"The Animals Flash Cards help students learn facts about insects, reptiles, mammals, and more. This set includes 52 different animal cards of animals all over the world.
The Brighter Child® Flash Cards are a series of flash cards that offer kids from kindergarten to fifth grade reinforcement for important skills. Each set can be used as review cards or for creative fun games that allow your child to play and learn. Each set includes 54 flash cards, often with bonus cards that offer games, extra help, or additional learning fun",Cards,54 p.,1,Viet Nam,ENG,JUVENILE,Easy Non-Fiction,793,GV,,Juvenile Grades 1-2 Ages 6-7,"JUVENILE NONFICTION / Games & Activities / General
JUVENILE NONFICTION / Animals / General",null,Book,BOOK,,9/24/2018
9781496402974,1496402979,0015372707,0015372707,"Tyndale House Publishers, Inc.",Isaiah 41:10,2.99,1.7,27,"These high-quality, clear stickers are perfect for scrapbooking, Bible journaling, greeting cards, and so much more! Each package includes two sheets of stickers. Express your faith in a fresh new way!

These colorful Scripture stickers include promises from Isaiah 41:10 along with other images and flags to mark passages and notes to remember when studying Scripture.",Unbound,6.00 H x 0.25 D x 4.00 W inches 0.02 lbs.,1,United States,ENG,NON-BOOK,Non-Fiction,745,TT,Faith That Sticks,Novelty,"NON-CLASSIFIABLE
CRAFTS & HOBBIES / General",null,Book,SIDEL,,7/31/2014
9781496402981,1496402987,0015372708,0015372708,Tyndale,Matthew 5:14-16,2.99,1.7,10,"These high-quality, clear stickers are perfect for scrapbooking, Bible journaling, greeting cards, and so much more! Each package includes two sheets of stickers. Express your faith in a fresh new way!

This artful rendering of Matthew 5:14-16 includes hand-drawn lettering and illustrations to depict the Scripture in a creative way.",Unbound,7.50 H x 0.25 D x 5.00 W inches 0.05 lbs.,1,United States,ENG,GENERAL,Non-Fiction,745,TT,Faith That Sticks,Crafts & Hobbies,CRAFTS & HOBBIES / General,null,Book,SIDEL,,7/31/2014
9781496403001,1496403002,0015372629,0015372629,Tyndale,Isaiah 43:1,2.99,1.7,4,"These high-quality, clear stickers are perfect for scrapbooking, Bible journaling, greeting cards, and so much more! Each package includes two sheets of stickers. Express your faith in a fresh new way!

This artful rendering of Isaiah 43:1 (NLT) includes hand-drawn lettering and illustrations to depict the Scripture in a creative way.",Unbound,6.00 H x 0.25 D x 4.00 W inches 0.02 lbs.,1,United States,ENG,NON-BOOK,Non-Fiction,745,TT,Faith That Sticks,Novelty,"NON-CLASSIFIABLE
RELIGION / Christianity / General",null,Book,SIDEL,,7/31/2014
9781496404954,1496404955,0015537362,0015537362,"Platt, David",A Compassionate Call to Counter Culture in a World of Abortion,2.99,1.7,0,"Are you ready to take a stand against abortion and counter culture?
In this companion piece to his bestselling book Counter Culture, David Platt offers sound Biblical support and practical action steps to help Christians take a courageous and compassionate stand against abortion. Drawing heavily on personal stories and Scripture, Platt encourages Christians to get involved and highlights a wide variety of ministries and organizations currently countering abortion that need your help.

The stage is set for the God of the universe to do the unthinkable, the unimaginable, the shocking, and the scandalous. And He wants you to be a part of it. It’s time to take a stand for Christ, join the fight against abortion, and counter culture!",Paperback,64 p. : 5.75 H x 0.25 D x 3.25 W inches 0.08 lbs.,1,United States,ENG,RELIGIOUS,Non-Fiction,261,BV,Counter Culture Booklets,Religion/Ethics,"RELIGION / Christian Life / Social Issues
RELIGION / Christian Ministry / Discipleship
SOCIAL SCIENCE / Abortion & Birth Control",null,Book,BOOK,,8/21/2014
9781496404961,1496404963,0015537363,0015537363,"Platt, David",A Compassionate Call to Counter Culture in a World of Sexual Immorality,2.99,1.7,0,"Are you ready to take a stand against sexual immorality and counter culture?
In this companion piece to his bestselling book Counter Culture, David Platt offers sound Biblical support and practical action steps to help Christians take a courageous and compassionate stand against sexual immorality. Drawing heavily on personal stories and Scripture, Platt encourages Christians to get involved and highlights a wide variety of ministries and organizations currently involved with this issue that need your help.

The stage is set for the God of the universe to do the unthinkable, the unimaginable, the shocking, and the scandalous. And He wants you to be a part of it. It’s time to take a stand for Christ, join the fight against sexual immorality, and counter culture!",Booklet,41 p. : 5.75 H x 0.25 D x 3.25 W inches 0.08 lbs.,1,United States,ENG,RELIGIOUS,Non-Fiction,248,BV,Counter Culture,Religion/Ethics,RELIGION / Christian Life / General,null,Book,BOOK,,8/21/2014
9781496404978,1496404971,0015537364,0015537364,"Platt, David",A Compassionate Call to Counter Culture in a World of Orphans and Widows,2.99,1.7,1,"Are you ready to take a stand for orphans and widows and counter culture?
In this companion piece to his bestselling book Counter Culture, David Platt offers sound Biblical support and practical action steps to help Christians take a courageous and compassionate stand for orphans and widows. Drawing heavily on personal stories and Scripture, Platt encourages Christians to get involved and highlights a wide variety of ministries and organizations currently helping orphans and widows that need your help.

The stage is set for the God of the universe to do the unthinkable, the unimaginable, the shocking, and the scandalous. And He wants you to be a part of it. It’s time to take a stand for Christ, join the fight for orphans and widows, and counter culture!",Paperback,41 p. : 5.75 H x 0.25 D x 3.25 W inches 0.08 lbs.,1,United States,ENG,RELIGIOUS,Non-Fiction,248,BV,Counter Culture,Religion/Ethics,RELIGION / Christian Life / General,null,Book,BOOK,,8/21/2014
9781496404985,149640498X,0015537365,0015537365,"Platt, David",A Compassionate Call to Counter Culture in a World of Persecution,2.99,1.7,1,"Are you ready to take a stand against persecution and counter culture?
In this companion piece to his bestselling book Counter Culture, David Platt offers sound Biblical support and practical action steps to help Christians take a courageous and compassionate stand against persecution. Drawing heavily on personal stories and Scripture, Platt encourages Christians to get involved and highlights a wide variety of ministries and organizations currently countering persecution that need your help.

The stage is set for the God of the universe to do the unthinkable, the unimaginable, the shocking, and the scandalous. And He wants you to be a part of it. It’s time to take a stand for Christ, join the fight against persecution, and counter culture!",Paperback,43 p. : 5.75 H x 0.25 D x 4.00 W inches 0.10 lbs.,1,United States,ENG,RELIGIOUS,Non-Fiction,248,BV,Counter Culture,Religion/Ethics,RELIGION / Christian Life / General,null,Book,BOOK,,8/21/2014
9781496405005,1496405005,0015537367,0015537367,"Platt, David",A Compassionate Call to Counter Culture in a World of Racism,2.99,1.7,0,"Are you ready to take a stand against racism and counter culture?
In this companion piece to his bestselling book Counter Culture, David Platt offers sound Biblical support and practical action steps to help Christians take a courageous and compassionate stand against racism. Drawing heavily on personal stories and Scripture, Platt encourages Christians to get involved and highlights a wide variety of ministries and organizations currently countering racism that need your help.

The stage is set for the God of the universe to do the unthinkable, the unimaginable, the shocking, and the scandalous. And He wants you to be a part of it. It’s time to take a stand for Christ, join the fight against racism, and counter culture!",Paperback,47 p. : 5.75 H x 0.25 D x 3.25 W inches 0.08 lbs.,1,United States,ENG,RELIGIOUS,Non-Fiction,248,BV,Counter Culture,Religion/Ethics,RELIGION / Christian Life / General,null,Book,BOOK,,8/21/2014
9781496405012,1496405013,0015537368,0015537368,"Platt, David",A Compassionate Call to Counter Culture in a World of Same-Sex Marriage,2.99,1.7,2,"Are you ready to take a stand against same-sex marriage and counter culture?
In this companion piece to his bestselling book Counter Culture, David Platt offers sound Biblical support and practical action steps to help Christians take a courageous and compassionate stand against same-sex marriage. Drawing heavily on personal stories and Scripture, Platt encourages Christians to get involved and highlights a wide variety of ministries and organizations currently countering same-sex marriage that need your help.

The stage is set for the God of the universe to do the unthinkable, the unimaginable, the shocking, and the scandalous. And He wants you to be a part of it. It’s time to take a stand for Christ, join the fight against same-sex marriage, and counter culture!",Paperback,41 p. : 5.75 H x 0.25 D x 3.25 W inches 0.08 lbs.,1,United States,ENG,RELIGIOUS,Non-Fiction,248,BV,Counter Culture,Religion/Ethics,RELIGION / Christian Life / General,null,Book,BOOK,,8/21/2014
9781496405876,1496405870,0015658229,0015658229,"Platt, David",A Compassionate Call to Counter Culture in a World of Unreached People Groups,2.99,1.7,2,"Are you ready to take a stand for unreached people groups and counter culture?
In this companion piece to his bestselling book Counter Culture, David Platt offers sound Biblical support and practical action steps to help Christians take a courageous and compassionate stand for unreached people groups. Drawing heavily on personal stories and Scripture, Platt encourages Christians to get involved and highlights a wide variety of ministries and organizations currently involved with spreading the Good News to unreached people groups that need your help.

The stage is set for the God of the universe to do the unthinkable, the unimaginable, the shocking, and the scandalous. And He wants you to be a part of it. It’s time to take a stand for Christ, join the fight for immigration, and counter culture!",Booklet,45 p. : 5.00 H x 0.25 D x 3.00 W inches 0.30 lbs.,1,United States,ENG,RELIGIOUS,Non-Fiction,248,BV,,Religion/Ethics,RELIGION / Christian Life / General,null,Book,BOOK,,9/11/2014
9781496411457,1496411455,0016870208,0016870208,"Alcorn, Randy",God's Promise of Happiness,2.99,1.7,12,"Think God doesn’t want you to be happy? Think again.

We know that we will experience unimaginable joy and happiness in Heaven, but that doesn’t mean we can’t also experience joy and happiness here on earth.

In God’s Promise of Happiness, bestselling author and noted theologian Randy Alcorn shares select passages and scripture from his latest hardcover release,Happiness, that provide insight, wisdom, and proof positive that God not only wants us to be happy, he commands it!",Paperback,92 p. : 6.25 H x 0.50 D x 4.25 W inches 0.15 lbs.,1,United States,ENG,RELIGIOUS,Non-Fiction,248,BV,,Religion/Ethics,"RELIGION / Christian Life / Spiritual Growth
RELIGION / Christian Theology / General
SELF-HELP / Personal Growth / Happiness",null,Book,BOOK,,3/31/2015
9781496412720,1496412729,0023471999,0023471999,"St. John, Heidi",Bible Promises for Moms,2.99,1.7,0,"Begin every day with an encouraging promise from God.
God understands the heart of a mom, as well as the daily cares and worries that can weigh you down. No matter where you are in your mothering journey, God’s mercies and promises are for you.

This pocket-size book of Scriptures provides hundreds of Bible promises that are relevant to the needs of every mother, interweaving them with personal reflections from popular author Heidi St. John. Arranged topically for easy use,Bible Promises for Moms will give you verses to guide you
when you need to hear that God is pleased when you hang in there;
when your mother’s heart needs to remember what God can do;
when you need to model true forgiveness for your children;
and many more.
We need the wisdom of God as we bring up our precious children. Lean into God’s promises today, trusting His Word as your ultimate source for guidance, hope, strength, and encouragement.

Yet I am confident I will see the Lord’s goodness while I am here in the land of the living. Wait patiently for the Lord. Be brave and courageous. Yes, wait patiently for the Lord (Psalm 27:13-14, NLT).",Paperback,112 p.,1,United States,ENG,RELIGIOUS,Non-Fiction,242,BV,,Religion/Ethics,"RELIGION / Christian Living / Devotional
FAMILY & RELATIONSHIPS / Parenting / Motherhood
RELIGION / Biblical Meditations / General",null,Book,BOOK,,6/27/2018
9781496415646,1496415647,0018060963,0018060963,"Ortberg, John",What Is God's Will for My Life?,2.99,1.7,26,"Let’s face it: making decisions is hard—especially when it comes to the big stuff like,Should I marry this person? Am I in the wrong job? What should I do with my life? We know that God has a plan for us, but how are we supposed to know what that plan is?

In What Is God’s Will for My Life?, bestselling author John Ortberg helps us understand:
If God’s will for my life is so important, why doesn’t he just tell me what it is?
How can I learn to recognize God’s voice? 
If I miss God’s guidance on an important decision, am I stuck with “plan B” for the rest of my life?
God does have a plan for your life! It’s time to discover what it is.",Paperback,108 p. : 6.00 H x 0.50 D x 4.00 W inches 0.15 lbs.,1,United States,ENG,RELIGIOUS,Non-Fiction,248,BV,,Religion/Ethics,"RELIGION / Christian Life / Spiritual Growth
RELIGION / Christian Life / Personal Growth
SELF-HELP / Personal Growth / Success",null,Book,BOOK,,12/2/2015
9781496419545,1496419545,0019871409,0019871409,"Moore, Johnnie",10 Things You Must Know About the Global War on Christianity,2.99,1.7,0,"This ancillary booklet to The Martyr’s Oath will introduce people to the scope and depth of the persecution of Christians in today’s world. Christians are in a fight for their lives in the Middle East, Africa, and even in parts of Asia. For Western Christians, who typically run into cultural pressures to remain silent about their faith, this type of persecution is difficult to fully comprehend. This convenient and short book,10 Things You Must Know about the Global War on Christianity, will outline the steps Christians need to take in order to understand what is going on, and also to pray intelligently for our brothers and sisters in need.",Paperback,pages cm 6.25 H x 0.25 D x 4.25 W inches 0.13 lbs.,1,United States,ENG,RELIGIOUS,Non-Fiction,272,BR1601.3 .M659 2017,,Religion/Ethics,"RELIGION / Christian Life / Spiritual Growth
RELIGION / Religion, Politics & State
RELIGION / Religious Intolerance, Persecution & Conflict",Persecution.,Book,BOOK,,11/17/2016
9781496422057,1496422058,0019118235,0019118235,Tyndale,Galatians 5:22-23 Colorable Stickers,2.99,1.7,0,"Capture the benefits of coloring and the creativity of journaling at the same time. Colorable stickers are a brand-new way to create and display art as a tangible reminder of God’s Word in daily life.

Each package contains two sheets of each unique Scripture-related design (four sheets per package, 52 colorable stickers total) for use in scrapbooking, Bible journaling, card making . . . or just for fun!",Paperback,4:00 PM,1,United States,ENG,GENERAL,Non-Fiction,745,TT,Faith That Sticks,Crafts & Hobbies,CRAFTS & HOBBIES / General,null,Book,BOOK,,7/7/2016
9781496422064,1496422066,0019118230,0019118230,"Tyndale House Publisher, Inc.",1 Thessalonians 1:4 Colorable Stickers,2.99,1.7,12,"Capture the benefits of coloring and the creativity of journaling at the same time. Colorable stickers are a brand-new way to create and display art as a tangible reminder of God’s Word in daily life.

Each package contains two sheets of each unique Scripture-related design (four sheets per package, 36 colorable stickers total) for use in scrapbooking, Bible journaling, card making . . . or just for fun!",Unbound,6.00 H x 0.25 D x 4.00 W inches 0.01 lbs.,1,United States,ENG,GENERAL,Non-Fiction,745,TT,Faith That Sticks,Crafts & Hobbies,CRAFTS & HOBBIES / General,null,Book,BOOK,,7/7/2016
9781496422071,1496422074,0019118236,0019118236,Tyndale House Publishers,Joshua 1:9 Colorable Scripture Stickers,2.99,1.7,1,"Capture the benefits of coloring and the creativity of journaling at the same time. Colorable stickers are a brand-new way to create and display art as a tangible reminder of God’s Word in daily life.

Each package contains two sheets of each unique Scripture-related design (four sheets per package, 64 colorable stickers total) for use in scrapbooking, Bible journaling, card making . . . or just for fun!",Unbound,6.00 H x 0.25 D x 4.00 W inches 0.01 lbs.,1,United States,ENG,NON-BOOK,Non-Fiction,200,BL,Faith That Sticks,Religion/Ethics,RELIGION / General,null,Book,SIDEL,,7/7/2016
9781496422088,1496422082,0019118237,0019118237,"Tyndale House Publisher, Inc.",Psalm 103:2 Colorable Stickers,2.99,1.7,15,"Capture the benefits of coloring and the creativity of journaling at the same time. Colorable stickers are a brand-new way to create and display art as a tangible reminder of God’s Word in daily life.

Each package contains two sheets of each unique Scripture-related design (four sheets per package, 38 colorable stickers total) for use in scrapbooking, Bible journaling, card making . . . or just for fun!",Unbound,6.00 H x 0.25 D x 4.00 W inches 0.01 lbs.,1,United States,ENG,GENERAL,Non-Fiction,745,TT,Faith That Sticks,Crafts & Hobbies,CRAFTS & HOBBIES / General,null,Book,BOOK,,7/7/2016
9781496432513,1496432517,0022442142,0022442142,"Ortberg, John",How Do I Know If I'm Really Saved?,2.99,1.7,28,"What Does It Mean to Be Saved?
Some people think that salvation is merely about meeting the minimal entrance requirements needed to get into heaven when they die. But that’s not how Jesus talked about it. Rightly understood, salvation is an invitation to know God and to experience His presence, favor, and power starting right here on earth. In How Do I Know if I’m Really Saved, bestselling author John Ortberg:
Dispels the myth that eternal life is something we can only hope to experience after we die,
Recaptures the New Testament definition of salvation, eternal life, and the Good News of the Gospel, and
Explains what it really means to be a disciple.
So what does it mean to be saved? Let’s find out!",Paperback,102 pages ; 6.00 H x 0.25 D x 4.00 W inches 0.10 lbs.,1,United States,ENG,RELIGIOUS,Non-Fiction,234,BT785 .O78 2018,,Religion/Ethics,"RELIGION / Christian Living / Spiritual Growth
RELIGION / Christian Ministry / Discipleship
RELIGION / Christian Ministry / Pastoral Resources","Assurance (Theology).
Salvation; Christianity.",Book,BOOK,,3/9/2018
9781501868320,1501868322,0023358375,0023358375,Not Available,Vacation Bible School 2019 to Mars and Beyond Reflection Time Leader,2.99,2.39,1,"This booklet will help leaders guide children to apply Bible stories, Power Launchers, and the Vector (Theme) Verse with these space-themed reflections and activities.",Paperback,24 p.,1,United States,ENG,RELIGIOUS,Non-Fiction,268,BV,To Mars and Beyond,Religion/Ethics,"RELIGION / Christian Education / Children & Youth
RELIGION / Biblical Studies / Bible Study Guides",null,Book,BOOK,,6/11/2018
9781501869181,1501869183,0023579194,0023579194,Not Available,"Vacation Bible School, 2019 Parent Empowerment Pages",2.99,2.39,0,Use this resource to help parents and guardians understand their role as the primary educators of values for their children.,Paperback,16 p.,1,United States,ENG,RELIGIOUS,Non-Fiction,268,BV,Whooosh,Religion/Ethics,"RELIGION / Christian Education / Children & Youth
RELIGION / Biblical Studies / Bible Study Guides",null,Book,BOOK,,7/24/2018
9781501869198,1501869191,0023579197,0023579197,Not Available,"Vacation Bible School, 2019 Sunday School Guide",2.99,2.39,0,"This 12-page reproducible book will help guide your congregation in using WHOOOSH for Sunday school classes, after-school programs, Sunday night programs, and more. It is designed to be used for five individual sessions.",Paperback,16 p.,1,United States,ENG,RELIGIOUS,Non-Fiction,268,BV,Whooosh,Religion/Ethics,"RELIGION / Christian Education / Children & Youth
RELIGION / Biblical Studies / Bible Study Guides",null,Book,BOOK,,7/24/2018
9781501869204,1501869205,0023579196,0023579196,Not Available,"Vacation Bible School, 2019 Recipe Guide",2.99,2.39,0,"Contains recipes and menus that reflect biblical and/or heritage connections. Healthful snacks are also included. Contains background material, detailed instructions, lists for ingredients and other suggestions. 12 pages.",Paperback,12:00 PM,1,United States,ENG,RELIGIOUS,Non-Fiction,268,BV,Whooosh,Religion/Ethics,"RELIGION / Christian Education / Children & Youth
RELIGION / Biblical Studies / Bible Study Guides",null,Book,BOOK,,7/24/2018
9781501876615,1501876619,0023358389,0023358389,Not Available,"Vacation Bible School 2019 to Mars and Beyond Foil Stickers, Package of 140",2.99,2.39,1,"No VBS is complete without stickers, and kids will absolutely love these foilTo Mars and Beyond stickers! Each package includes 4 sheets with 36 stickers on each sheet. Images include planets, a jetpack, EP3-20 robot, starts, the logo, and more!",Unbound,,1,,ENG,RELIGIOUS,Non-Fiction,268,BV,To Mars and Beyond,Religion/Ethics,RELIGION / Christian Education / Children & Youth,null,Book,SIDEL,,6/11/2018
9781536689310,1536689319,0020496589,0020496589,"Prentice, Claire",Miracle at Coney Island,2.99,1.64,2,"How did thousands of premature infants come to be exhibited at America’s most popular amusement park?
In Miracle at Coney Island: How a Sideshow Doctor Saved Thousands of Babies and Transformed American Medicine, Claire Prentice uncovers the incredible true story of Martin Couney, the “incubator doctor.”
Couney ran his incubator facility for premature babies at Coney Island from 1903 to 1943 and set up similar exhibits at World’s Fairs and amusement parks across America, and in London, Paris, Mexico and Brazil.
Couney’s techniques were advanced for the time and his facility was expensive to run. But he didn’t charge the parents of the preemies a penny; instead the public paid to see them. He claimed to have a survival rate of 85 percent. By contrast, most mainstream doctors in the early part of the 20th century regarded premature babies as “weaklings” and did little or nothing to save them.
Prentice’s meticulous research unravels the mystery of Couney’s origins, and reveals that the “incubator doctor” was not all that he seemed. She brings one of the most extraordinary stories in American medicine to life through interviews with Couney’s former “incubator babies.”",Spoken Word MP3-CD,6.75 H x 0.25 D x 5.50 W inches 0.80 lbs.,1,,ENG,AUDIO,Non-Fiction,974,F,,History/American,"HISTORY / United States / State & Local / Middle Atlantic (DC, DE, MD, NJ, NY, PA)",null,Book,SPOKEN,,3/17/2017
9781550746259,1550746251,0004200091,0004200091,"Bourgeois, Paulette",Franklin's Valentine,2.99,1.7,0,This Franklin Activity Book offers 50 perforated Valentine cards to send to Franklin sweethearts! There are even two cards written especially for teachers.,Cards,32 p. : 11.00 H x 0.25 D x 8.00 W inches 0.20 lbs.,0,,ENG,JUVENILE NOVELTY,Juvenile Fiction,,PZ,,Juvenile Grades 3-4 Ages 8-9,"JUVENILE FICTION / Animals / Turtles
JUVENILE FICTION / Holidays & Celebrations / General (see also Religious / Christian / Holidays & Celebrations)",null,Book,SIDEL,,12/24/2012
9781558190375,1558190376,0003335591,0003335591,Not Available,The New Testament With Psalms,2.99,1.7,18,"Priced to buy in quantity for organizations on even the smallest budgets, this red-letter New Testament is specifically designed for outreach and evangelism. Contains the New Testament and Psalms.",Paperback,150 p. : 4.25 H x 0.50 D x 3.75 W inches 0.10 lbs.,0,,ENG,RELIGIOUS,Non-Fiction,220,BS,,Bibles,RELIGION / Biblical Studies / General,null,Book,BOOK,,12/25/2012
9781563206313,1563206315,0011091247,0011091247,Zondervan Publishing House,Nuevo testamento / New Testament (Nuevo testamento / New Testament),2.99,1.7,0,"Este Nuevo Testamento incluye el texto de la Nueva Versión Internacional y será un favorito de los niños. El texto se presenta en un formato de lectura sencillo y fácil de leer, además de incluir insertos a todo color que contienen ilustraciones bíblicas y pasajes de la Escritura resaltados.",Paperback,238 p. : 8.25 H x 0.50 D x 5.50 W inches 0.36 lbs.,1,United States,spa,RELIGIOUS,Non-Fiction,248,BV,,Spanish Adult Non-Fiction,RELIGION / Christian Life / Women's Issues,null,Book,BOOK,,12/14/2012
9781586609733,1586609734,0006896176,0006896176,Barbour Publishing,Santa Biblia / Holy Bible (Santa Biblia / Holy Bible),2.99,1.7,90,"Siguiendo el modelo de la edición económica de Barbour de la versión King James (más de dos millones de copias vendidas),Santa Biblia contiene el texto del Antiguo y Nuevo Testamentos de la versión Reina Valera 1909, junto con un plan de lectura de 365 días y una explicación breve del plan de salvación.
Patterned after Barbour’s bargain edition of the King James Version (more than two million copies sold),Santa Biblia features the entire Old and New Testament text of the 1909 Reina Valera translation, along with a 365-day reading plan and a brief explanation of the way of salvation. ",Paperback,7.75 H x 1.25 D x 5.25 W inches 0.78 lbs.,1,,spa,RELIGIOUS,Non-Fiction,220,BS,Reina Valera Bible,Spanish Adult Non-Fiction,BIBLES / Reina Valera / Text,null,Book,BOOK,,12/16/2012
9781589976108,158997610X,0008661913,0008661913,Not Available,Welcome to Whit's End,2.99,1.7,1,"In this Adventures in Odyssey sampler, listeners will learn the background behind some of Odyssey’s favorite characters while anticipating the introduction to two new families in AIO #51.",Spoken Word Compact Disc,5.00 H x 0.25 D x 5.00 W inches 0.05 lbs.,1,United States,ENG,AUDIO,Juvenile Fiction,FIC,PZ,Adventures in Odyssey,Juvenile Grades 4-6 Ages 9-11,"JUVENILE FICTION / Religious / Christian / General
JUVENILE FICTION / Action & Adventure / General",null,Book,SPOKEN,,12/22/2012
9781589977730,1589977734,0013033245,0013033245,Focus on the Family,Bothersome Bullies,2.99,1.7,1,"Bullying is something many families face. Adventures in Odyssey wants to come alongside parents to encourage and prepare children to respond well to bullying. Whether your child knows a bully, is being bullied, or is the bully, you’ll learn valuable lessons from these three episodes:
“Take It From The Top”: Matthew Parker is Vance King’s “Target of the Week”—which means certain humiliation at the hands of the bully! Matthew decides to take matters into his own hands by getting revenge on Vance during an Odyssey Coyotes baseball game.
“Another Man’s Shoes”: After stealing Brock Blakley’s shoes, Jared DeWhite gets a chance to experience life in his shoes by way of an invention of Whit’s.
“Mike Makes Right”: Billy Barton, the bully of Odyssey Elementary, gets into a fight with Mike Caldwell. When Mike wins, he becomes arrogant and lets stardom go to his head.
Help your child grow more with a digital discussion guide and additional bullying resources included on this sampler.",Spoken Word Compact Disc,5.25 H x 0.25 D x 5.00 W inches 0.10 lbs.,1,United States,ENG,AUDIO,Juvenile Fiction,FIC,PZ,Adventures in Odyssey,Juvenile Grades 3-4 Ages 8-9,JUVENILE FICTION / Action & Adventure / General,null,Book,SPOKEN,,3/26/2013
9781589978133,1589978137,0016076875,0016076875,Focus on the Family,The Drop Box,2.99,1.7,2,"Whit and Eugene are far away from Whit’s End! In this new adventure, they meet a local pastor in South Korea whose home is overflowing with children. What on earth is going on? Why are women abandoning their babies? And how can Whit and Eugene help? Based on the amazing true story of Pastor Lee Jong-rak, “The Drop Box” will pull at your heartstrings as it celebrates one man’s courage and the value of each and every life.

This sampler also features 2 bonus episodes, “The Chosen One, Parts 1 & 2.” A runaway girl named Kelly arrives at Whit’s End. When her story comes out, the Washingtons are faced with a life-changing decision.

Adventures in Odyssey is exciting, values-based audio entertainment for the whole family—brought to life by actors who make you feel like part of the experience. So grab your imagination and find out why over 20 million Adventures in Odyssey products have been distributed worldwide.",Spoken Word Compact Disc,1 audio discs (approx. 1 1/2 hr.) ; 5.00 H x 0.20 D x 5.00 W inches 0.05 lbs.,1,United States,ENG,AUDIO,Juvenile Fiction,791.44/72,PN1991.77.A38 D76 2015,Adventures in Odyssey,Juvenile Grades 4-6 Ages 9-11,JUVENILE FICTION / Action & Adventure / General,"Christian life; Juvenile sound recordings.
Children's audiobooks.
Christian life.
Audiobooks.",Book,SPOKEN,,11/18/2014
9781596950566,1596950560,0008115551,0008115551,Merriam-Webster,Webster's Notebook Dictionary,2.99,1.7,12,"This new notebook dictionary features clear, concise definitions of the words students need to know in an easy-to-read page design. Authoritative and up-to-date, this handy dictionary is 3 hole punched to fit into a binder for easy access at home or at school.",Paperback,76 p. : 10.75 H x 0.25 D x 8.25 W inches 0.35 lbs.,1,,ENG,REFERENCE,Non-Fiction,423,AG,,Reference,REFERENCE / Dictionaries,null,Book,BOOK,,12/14/2012
9781596950573,1596950579,0008115552,0008115552,Merriam-Webster,Webster's Notebook Thesaurus,2.99,1.7,3,"This new notebook thesaurus has an easy-to-read page design. Authoritative and up-to-date, it is 3 hold punched to fit into a binder for easy access at home or at school.",Paperback,75 p. : 10.75 H x 0.25 D x 8.25 W inches 0.30 lbs.,1,,ENG,REFERENCE,Non-Fiction,413,AG,,Reference,REFERENCE / Thesauri,null,Book,BOOK,,12/25/2012
9781596950580,1596950587,0008115553,0008115553,Merriam-Webster,Webster's Notebook Spanish-English Dictionary (Webster's Notebook Spanish-English Dictionary),2.99,1.7,18,"This new notebook thesaurus has an easy-to-read page design. Authoritative and up-to-date, this handy thesaurus is 3 hole punched to fit into a binder for easy access at home or at school.",Paperback,"vii, 72 p. ; 10.50 H x 0.25 D x 8.25 W inches 0.25 lbs.",1,,spa,REFERENCE,Non-Fiction,463/.21,PC4640 .W42785 2009,,Spanish Adult Non-Fiction,"REFERENCE / Dictionaries
FOREIGN LANGUAGE STUDY / Spanish","Spanish language; Dictionaries; English.
English language; Dictionaries; Spanish.",Book,BOOK,,12/14/2012
9781600222931,1600222935,0009745809,0009745809,Carson-Dellosa Publishing Company,Wow,2.99,1.7,0,"Perfect for any Incentive Chart or Job Chart Pad, these acid-free and lignin-free Dazzle(TM) chart seals measure .375” in diameter and come 440 per pack! Available in a wide variety of colors and shapes, chart seals are an excellent addition to any teacher's desk!",Unbound,7.75 H x 0.25 D x 4.75 W inches 0.04 lbs.,1,,ENG,GENERAL,Non-Fiction,371,LB,,Education,"EDUCATION / Teaching Methods & Materials / General
EDUCATION / Elementary",null,Book,BOOK,,12/16/2012
